LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,GrLivArea,WoodDeckSF,OpenPorchSF,SalePrice,MSSubClass_mean,MSSubClass_var,MSZoning_mean,MSZoning_var,LotFrontage_mean,LotFrontage_var,Street_mean,Street_var,LotShape_mean,LotShape_var,LandContour_mean,LandContour_var,Utilities_mean,Utilities_var,LotConfig_mean,LotConfig_var,LandSlope_mean,LandSlope_var,Neighborhood_mean,Neighborhood_var,Condition1_mean,Condition1_var,Condition2_mean,Condition2_var,BldgType_mean,BldgType_var,HouseStyle_mean,HouseStyle_var,OverallQual_mean,OverallQual_var,OverallCond_mean,OverallCond_var,YearBuilt_mean,YearBuilt_var,YearRemodAdd_mean,YearRemodAdd_var,RoofStyle_mean,RoofStyle_var,RoofMatl_mean,RoofMatl_var,Exterior1st_mean,Exterior1st_var,Exterior2nd_mean,Exterior2nd_var,MasVnrType_mean,MasVnrType_var,ExterQual_mean,ExterQual_var,ExterCond_mean,ExterCond_var,Foundation_mean,Foundation_var,BsmtQual_mean,BsmtQual_var,BsmtCond_mean,BsmtCond_var,BsmtExposure_mean,BsmtExposure_var,BsmtFinType1_mean,BsmtFinType1_var,BsmtFinType2_mean,BsmtFinType2_var,Heating_mean,Heating_var,HeatingQC_mean,HeatingQC_var,CentralAir_mean,CentralAir_var,Electrical_mean,Electrical_var,LowQualFinSF_mean,LowQualFinSF_var,BsmtFullBath_mean,BsmtFullBath_var,BsmtHalfBath_mean,BsmtHalfBath_var,FullBath_mean,FullBath_var,HalfBath_mean,HalfBath_var,BedroomAbvGr_mean,BedroomAbvGr_var,KitchenAbvGr_mean,KitchenAbvGr_var,KitchenQual_mean,KitchenQual_var,Functional_mean,Functional_var,Fireplaces_mean,Fireplaces_var,GarageType_mean,GarageType_var,GarageFinish_mean,GarageFinish_var,GarageCars_mean,GarageCars_var,GarageQual_mean,GarageQual_var,GarageCond_mean,GarageCond_var,PavedDrive_mean,PavedDrive_var,EnclosedPorch_mean,EnclosedPorch_var,3SsnPorch_mean,3SsnPorch_var,ScreenPorch_mean,ScreenPorch_var,PoolArea_mean,PoolArea_var,MiscVal_mean,MiscVal_var,MoSold_mean,MoSold_var,YrSold_mean,YrSold_var,SaleType_mean,SaleType_var,SaleCondition_mean,SaleCondition_var
14000,0.0,1201,0,105,1306,954,2260,296,44,328000,247811.8232044199,8274821790.090789,197466.29558823528,6700182253.4014635,176528.84615384616,2552140230.015083,186760.67505720822,6397491032.767142,170445.36617405582,5122821531.031809,185462.73408239702,6198187269.445452,186403.784738041,6407155701.569344,182400.4694485842,5700732293.771826,196669.22222222222,7516365078.794875,214944.44444444444,4369902777.777777,190110.89664082686,6647773152.900041,186636.99307958476,6370839023.872929,190353.8509485095,6912694437.011682,213341.54480286737,8140910176.889174,204385.34403669724,2068642686.0976825,211338.3820662768,7663092567.86937,277290.0,29686441000.0,222895.83333333334,3349948390.151515,175533.21994134897,4154229829.8105855,185957.39976958526,6404563870.846928,152019.4144144144,6098387350.953973,148311.7289719626,3155025780.4069843,160849.90802348335,3706008740.938583,234021.37931034484,5389921061.588377,189738.75064267352,6536647274.354727,229498.03755868544,7315582050.087997,323425.28571428574,11251141849.295238,187406.3227383863,6430309696.60563,263766.25974025973,13012332080.036907,245039.69731800767,8236517404.234954,188709.79487179487,6579133751.901398,186683.8041714948,6417511615.642576,218682.6844262295,7347810786.064484,190274.04081632654,6390852326.618526,191735.0725707257,6453463664.5747795,187188.88106235565,6440947385.762713,210460.82816901407,8602903334.238758,187859.38647342994,6618492131.80209,219599.1268498943,5196662792.780486,213498.48787878788,8022440391.423866,185489.47928994082,4558742501.356782,188023.44352941177,6510980811.359,213062.50135501355,4326057330.234373,188891.71480582524,6598366322.952592,147220.8939759036,1838597506.5587804,206394.6709323583,6096433706.180898,204626.9598540146,4145745786.463583,182776.13147410357,2739573862.2740984,189382.6352657005,6434519770.868017,189306.68883610453,6436003673.717559,190190.40266021766,6478036614.853413,193153.64285714287,6542616080.60341,185881.6581986143,6366028023.4946,184431.47955390334,6193348859.835497,185818.676201373,6077643717.756429,187715.14051522248,6452778362.763351,187173.35294117648,7463068110.207286,182596.70873786407,5619244604.130019,177757.84253028265,5107372118.318838,179201.3704225352,4802790806.828741
6911,0.0,405,0,740,1145,0,1301,0,0,100000,103988.775,547687492.3326925,130457.5,2055438587.1007195,130785.01,1621616114.5554545,186760.67505720822,6397491032.767142,170445.36617405582,5122821531.031809,185462.73408239702,6198187269.445452,186403.784738041,6407155701.569344,200382.14285714287,5594726438.828569,185992.28605200947,6356756315.132279,132080.46875,1148604303.8054433,150327.17647058822,1512115337.0588233,186636.99307958476,6370839023.872929,190353.8509485095,6912694437.011682,184092.50343249427,5797352117.090013,132432.0,700938429.7740585,211338.3820662768,7663092567.86937,107166.66666666667,40083333.33333333,123609.74038461539,1154367611.4368,175533.21994134897,4154229829.8105855,185957.39976958526,6404563870.846928,152019.4144144144,6098387350.953973,148311.7289719626,3155025780.4069843,160849.90802348335,3706008740.938583,145118.0,1563140559.6511629,189738.75064267352,6536647274.354727,229498.03755868544,7315582050.087997,138885.81102362205,1347927099.3115633,187406.3227383863,6430309696.60563,181612.74242424243,5115098521.7326355,154084.0909090909,2773934508.4566593,188709.79487179487,6579133751.901398,186683.8041714948,6417511615.642576,139552.44541484717,1847136832.3270526,190274.04081632654,6390852326.618526,191735.0725707257,6453463664.5747795,187188.88106235565,6440947385.762713,169007.4571984436,4107711084.5527453,187859.38647342994,6618492131.80209,137007.27937336813,1745522976.4165087,170196.62661737524,4786603100.764031,162825.1628959276,5279372650.246075,188023.44352941177,6510980811.359,118185.72222222222,856000569.3888886,142053.125,1101174489.5833333,147220.8939759036,1838597506.5587804,133179.1893939394,1288913923.2263513,138058.6328125,1460546227.3609045,182776.13147410357,2739573862.2740984,189382.6352657005,6434519770.868017,189306.68883610453,6436003673.717559,190190.40266021766,6478036614.853413,193153.64285714287,6542616080.60341,185881.6581986143,6366028023.4946,184431.47955390334,6193348859.835497,185818.676201373,6077643717.756429,187715.14051522248,6452778362.763351,191320.55,6691656438.183899,189894.0918367347,7779019184.247931,177757.84253028265,5107372118.318838,179201.3704225352,4802790806.828741
3230,1129.0,419,0,310,729,729,1458,0,32,176000,140235.10416666666,1068277898.7761524,214840.51111111112,3145990371.8919187,174950.0,1587747222.222222,186760.67505720822,6397491032.767142,170445.36617405582,5122821531.031809,185462.73408239702,6198187269.445452,186403.784738041,6407155701.569344,185325.79054054053,7537076851.472836,185992.28605200947,6356756315.132279,227063.01666666666,3657313468.4912434,190110.89664082686,6647773152.900041,186636.99307958476,6370839023.872929,189828.56164383562,4003643708.7496204,213341.54480286737,8140910176.889174,159022.63942307694,1150384059.758245,211338.3820662768,7663092567.86937,208145.17647058822,3278433745.529412,207982.63636363635,3398022099.5757575,175533.21994134897,4154229829.8105855,185957.39976958526,6404563870.846928,145867.5104895105,2658904700.3079867,145691.34722222222,2645052511.948525,207663.49049429657,6599908689.372999,145118.0,1563140559.6511629,189738.75064267352,6536647274.354727,229498.03755868544,7315582050.087997,205732.03937007874,3255190013.011607,187406.3227383863,6430309696.60563,168487.27504244482,3771677196.7269444,245039.69731800767,8236517404.234954,188709.79487179487,6579133751.901398,186683.8041714948,6417511615.642576,160373.45255474452,2899211349.484866,190274.04081632654,6390852326.618526,191735.0725707257,6453463664.5747795,187188.88106235565,6440947385.762713,169007.4571984436,4107711084.5527453,187859.38647342994,6618492131.80209,219599.1268498943,5196662792.780486,213498.48787878788,8022440391.423866,162825.1628959276,5279372650.246075,188023.44352941177,6510980811.359,140125.27710843374,1245946545.9495964,188891.71480582524,6598366322.952592,218087.74441687344,6947707343.1608925,133179.1893939394,1288913923.2263513,138058.6328125,1460546227.3609045,182776.13147410357,2739573862.2740984,189382.6352657005,6434519770.868017,189306.68883610453,6436003673.717559,190190.40266021766,6478036614.853413,193153.64285714287,6542616080.60341,185881.6581986143,6366028023.4946,184431.47955390334,6193348859.835497,185818.676201373,6077643717.756429,187715.14051522248,6452778362.763351,181295.2123287671,4786846986.5683975,186396.8144329897,7205376403.789221,177757.84253028265,5107372118.318838,179201.3704225352,4802790806.828741
4045,45.0,1070,0,286,1356,0,1500,161,20,246578,213700.0,3528876042.9019613,197466.29558823528,6700182253.4014635,193105.0,2567883286.571429,186760.67505720822,6397491032.767142,170445.36617405582,5122821531.031809,185462.73408239702,6198187269.445452,186403.784738041,6407155701.569344,182400.4694485842,5700732293.771826,185992.28605200947,6356756315.132279,197842.5,1206266029.8333333,190110.89664082686,6647773152.900041,186636.99307958476,6370839023.872929,189828.56164383562,4003643708.7496204,184092.50343249427,5797352117.090013,204385.34403669724,2068642686.0976825,211338.3820662768,7663092567.86937,259980.41666666666,5705236946.375886,232441.28358208956,6693890097.115333,228070.6978021978,13018755540.620874,185957.39976958526,6404563870.846928,220277.8620689655,6204324332.148071,220600.2815249267,6210689812.291099,207663.49049429657,6599908689.372999,234021.37931034484,5389921061.588377,189738.75064267352,6536647274.354727,229498.03755868544,7315582050.087997,205732.03937007874,3255190013.011607,187406.3227383863,6430309696.60563,220048.45890410958,8711847348.884506,245039.69731800767,8236517404.234954,188709.79487179487,6579133751.901398,186683.8041714948,6417511615.642576,218682.6844262295,7347810786.064484,190274.04081632654,6390852326.618526,191735.0725707257,6453463664.5747795,187188.88106235565,6440947385.762713,210460.82816901407,8602903334.238758,187859.38647342994,6618492131.80209,219599.1268498943,5196662792.780486,170196.62661737524,4786603100.764031,162825.1628959276,5279372650.246075,188023.44352941177,6510980811.359,213062.50135501355,4326057330.234373,188891.71480582524,6598366322.952592,218087.74441687344,6947707343.1608925,206394.6709323583,6096433706.180898,248091.91363636364,9599122000.97425,307493.64122137404,9886388633.077976,189382.6352657005,6434519770.868017,189306.68883610453,6436003673.717559,190190.40266021766,6478036614.853413,193153.64285714287,6542616080.60341,185881.6581986143,6366028023.4946,184431.47955390334,6193348859.835497,185818.676201373,6077643717.756429,187715.14051522248,6452778362.763351,191320.55,6691656438.183899,186641.0621761658,6082371663.912778,273952.3956043956,9097730940.619534,270455.27659574465,9264171045.643103
3182,16.0,16,0,1357,1373,0,1555,143,20,192500,213700.0,3528876042.9019613,197466.29558823528,6700182253.4014635,189293.5,732179133.6111112,186760.67505720822,6397491032.767142,170445.36617405582,5122821531.031809,185462.73408239702,6198187269.445452,186403.784738041,6407155701.569344,182400.4694485842,5700732293.771826,185992.28605200947,6356756315.132279,197842.5,1206266029.8333333,190110.89664082686,6647773152.900041,186636.99307958476,6370839023.872929,189828.56164383562,4003643708.7496204,184092.50343249427,5797352117.090013,204385.34403669724,2068642686.0976825,211338.3820662768,7663092567.86937,221178.4,5249276111.469388,232441.28358208956,6693890097.115333,175533.21994134897,4154229829.8105855,185957.39976958526,6404563870.846928,220277.8620689655,6204324332.148071,220600.2815249267,6210689812.291099,207663.49049429657,6599908689.372999,234021.37931034484,5389921061.588377,189738.75064267352,6536647274.354727,229498.03755868544,7315582050.087997,205732.03937007874,3255190013.011607,187406.3227383863,6430309696.60563,220048.45890410958,8711847348.884506,245039.69731800767,8236517404.234954,188709.79487179487,6579133751.901398,186683.8041714948,6417511615.642576,218682.6844262295,7347810786.064484,190274.04081632654,6390852326.618526,191735.0725707257,6453463664.5747795,187188.88106235565,6440947385.762713,169007.4571984436,4107711084.5527453,187859.38647342994,6618492131.80209,219599.1268498943,5196662792.780486,170196.62661737524,4786603100.764031,162825.1628959276,5279372650.246075,188023.44352941177,6510980811.359,213062.50135501355,4326057330.234373,188891.71480582524,6598366322.952592,218087.74441687344,6947707343.1608925,206394.6709323583,6096433706.180898,248091.91363636364,9599122000.97425,182776.13147410357,2739573862.2740984,189382.6352657005,6434519770.868017,189306.68883610453,6436003673.717559,190190.40266021766,6478036614.853413,193153.64285714287,6542616080.60341,185881.6581986143,6366028023.4946,184431.47955390334,6193348859.835497,185818.676201373,6077643717.756429,187715.14051522248,6452778362.763351,170287.29914529916,4271587644.3838773,189894.0918367347,7779019184.247931,177757.84253028265,5107372118.318838,179201.3704225352,4802790806.828741
8487,210.0,20,0,1480,1500,0,1500,192,36,190000,190841.7104477612,5919823836.409917,197466.29558823528,6700182253.4014635,184963.63636363635,963364545.4545454,186760.67505720822,6397491032.767142,170445.36617405582,5122821531.031809,185462.73408239702,6198187269.445452,186403.784738041,6407155701.569344,200382.14285714287,5594726438.828569,185992.28605200947,6356756315.132279,199947.03883495147,2434282125.4494567,190110.89664082686,6647773152.900041,186636.99307958476,6370839023.872929,190353.8509485095,6912694437.011682,184092.50343249427,5797352117.090013,204385.34403669724,2068642686.0976825,211338.3820662768,7663092567.86937,223617.54761904763,4305145737.473286,204413.9534883721,5063682657.807308,175533.21994134897,4154229829.8105855,185957.39976958526,6404563870.846928,220277.8620689655,6204324332.148071,220600.2815249267,6210689812.291099,207663.49049429657,6599908689.372999,234021.37931034484,5389921061.588377,189738.75064267352,6536647274.354727,229498.03755868544,7315582050.087997,205732.03937007874,3255190013.011607,187406.3227383863,6430309696.60563,220048.45890410958,8711847348.884506,245039.69731800767,8236517404.234954,188709.79487179487,6579133751.901398,186683.8041714948,6417511615.642576,218682.6844262295,7347810786.064484,190274.04081632654,6390852326.618526,191735.0725707257,6453463664.5747795,187188.88106235565,6440947385.762713,169007.4571984436,4107711084.5527453,187859.38647342994,6618492131.80209,219599.1268498943,5196662792.780486,170196.62661737524,4786603100.764031,185489.47928994082,4558742501.356782,188023.44352941177,6510980811.359,213062.50135501355,4326057330.234373,188891.71480582524,6598366322.952592,147220.8939759036,1838597506.5587804,206394.6709323583,6096433706.180898,204626.9598540146,4145745786.463583,182776.13147410357,2739573862.2740984,189382.6352657005,6434519770.868017,189306.68883610453,6436003673.717559,190190.40266021766,6478036614.853413,193153.64285714287,6542616080.60341,185881.6581986143,6366028023.4946,184431.47955390334,6193348859.835497,185818.676201373,6077643717.756429,187715.14051522248,6452778362.763351,187624.76315789475,5830402789.329826,189894.0918367347,7779019184.247931,177757.84253028265,5107372118.318838,179201.3704225352,4802790806.828741
20896,0.0,1721,0,356,2077,0,2097,192,267,423000,190841.7104477612,5919823836.409917,197466.29558823528,6700182253.4014635,224725.0,29485076875.0,186760.67505720822,6397491032.767142,243417.57894736843,10539343946.923975,185462.73408239702,6198187269.445452,186403.784738041,6407155701.569344,258872.5294117647,11084063834.499107,185992.28605200947,6356756315.132279,227063.01666666666,3657313468.4912434,172785.0,4781929163.888889,186636.99307958476,6370839023.872929,190353.8509485095,6912694437.011682,184092.50343249427,5797352117.090013,276597.30188679247,3604650259.1270432,211338.3820662768,7663092567.86937,221178.4,5249276111.469388,232441.28358208956,6693890097.115333,175533.21994134897,4154229829.8105855,185957.39976958526,6404563870.846928,220277.8620689655,6204324332.148071,220600.2815249267,6210689812.291099,160849.90802348335,3706008740.938583,234021.37931034484,5389921061.588377,189738.75064267352,6536647274.354727,229498.03755868544,7315582050.087997,323425.28571428574,11251141849.295238,187406.3227383863,6430309696.60563,181612.74242424243,5115098521.7326355,245039.69731800767,8236517404.234954,188709.79487179487,6579133751.901398,186683.8041714948,6417511615.642576,218682.6844262295,7347810786.064484,190274.04081632654,6390852326.618526,191735.0725707257,6453463664.5747795,187188.88106235565,6440947385.762713,210460.82816901407,8602903334.238758,187859.38647342994,6618492131.80209,137007.27937336813,1745522976.4165087,213498.48787878788,8022440391.423866,223703.84210526315,11513749772.02924,188023.44352941177,6510980811.359,325830.61842105264,10459583121.065786,188891.71480582524,6598366322.952592,218087.74441687344,6947707343.1608925,206394.6709323583,6096433706.180898,248091.91363636364,9599122000.97425,307493.64122137404,9886388633.077976,189382.6352657005,6434519770.868017,189306.68883610453,6436003673.717559,190190.40266021766,6478036614.853413,193153.64285714287,6542616080.60341,185881.6581986143,6366028023.4946,184431.47955390334,6193348859.835497,185818.676201373,6077643717.756429,187715.14051522248,6452778362.763351,191631.29032258064,11813325919.946232,186641.0621761658,6082371663.912778,273952.3956043956,9097730940.619534,270455.27659574465,9264171045.643103
1920,376.0,471,0,294,765,600,1365,240,36,122500,140235.10416666666,1068277898.7761524,130457.5,2055438587.1007195,146350.0,365797941.17647046,186760.67505720822,6397491032.767142,170445.36617405582,5122821531.031809,185462.73408239702,6198187269.445452,186403.784738041,6407155701.569344,182400.4694485842,5700732293.771826,185992.28605200947,6356756315.132279,106627.27272727272,204878181.81818178,190110.89664082686,6647773152.900041,186636.99307958476,6370839023.872929,189828.56164383562,4003643708.7496204,213341.54480286737,8140910176.889174,132432.0,700938429.7740585,211338.3820662768,7663092567.86937,126036.36363636363,704234545.4545456,122488.88888888889,800176111.1111112,175533.21994134897,4154229829.8105855,185957.39976958526,6404563870.846928,160445.2100840336,3638430730.2521024,163115.55555555556,4191070479.127726,207663.49049429657,6599908689.372999,145118.0,1563140559.6511629,189738.75064267352,6536647274.354727,148185.7507082153,2081364340.4547236,138885.81102362205,1347927099.3115633,187406.3227383863,6430309696.60563,168487.27504244482,3771677196.7269444,159561.21323529413,2013551026.1097488,188709.79487179487,6579133751.901398,186683.8041714948,6417511615.642576,218682.6844262295,7347810786.064484,190274.04081632654,6390852326.618526,191735.0725707257,6453463664.5747795,187188.88106235565,6440947385.762713,210460.82816901407,8602903334.238758,187859.38647342994,6618492131.80209,137007.27937336813,1745522976.4165087,213498.48787878788,8022440391.423866,162825.1628959276,5279372650.246075,188023.44352941177,6510980811.359,140125.27710843374,1245946545.9495964,142053.125,1101174489.5833333,147220.8939759036,1838597506.5587804,133179.1893939394,1288913923.2263513,138058.6328125,1460546227.3609045,182776.13147410357,2739573862.2740984,189382.6352657005,6434519770.868017,189306.68883610453,6436003673.717559,190190.40266021766,6478036614.853413,193153.64285714287,6542616080.60341,185881.6581986143,6366028023.4946,184431.47955390334,6193348859.835497,185818.676201373,6077643717.756429,187715.14051522248,6452778362.763351,187624.76315789475,5830402789.329826,186396.8144329897,7205376403.789221,177757.84253028265,5107372118.318838,179201.3704225352,4802790806.828741
7930,0.0,439,472,115,1026,0,1026,171,48,156000,190841.7104477612,5919823836.409917,197466.29558823528,6700182253.4014635,188371.42857142858,5751089047.619046,186760.67505720822,6397491032.767142,170445.36617405582,5122821531.031809,185462.73408239702,6198187269.445452,186403.784738041,6407155701.569344,182400.4694485842,5700732293.771826,185992.28605200947,6356756315.132279,145670.89393939395,980707049.912329,190110.89664082686,6647773152.900041,186636.99307958476,6370839023.872929,190353.8509485095,6912694437.011682,184092.50343249427,5797352117.090013,159022.63942307694,1150384059.758245,158598.5294117647,2915919260.294119,147717.66666666666,628716534.0000001,215870.58620689655,4653668379.264369,175533.21994134897,4154229829.8105855,185957.39976958526,6404563870.846928,173496.0,2439743928.68,166851.5,1717534982.6349206,160849.90802348335,3706008740.938583,145118.0,1563140559.6511629,189738.75064267352,6536647274.354727,148185.7507082153,2081364340.4547236,138885.81102362205,1347927099.3115633,187406.3227383863,6430309696.60563,168487.27504244482,3771677196.7269444,245039.69731800767,8236517404.234954,155022.22222222222,1264051025.6410253,186683.8041714948,6417511615.642576,160373.45255474452,2899211349.484866,190274.04081632654,6390852326.618526,191735.0725707257,6453463664.5747795,187188.88106235565,6440947385.762713,210460.82816901407,8602903334.238758,187859.38647342994,6618492131.80209,137007.27937336813,1745522976.4165087,170196.62661737524,4786603100.764031,185489.47928994082,4558742501.356782,188023.44352941177,6510980811.359,213062.50135501355,4326057330.234373,188891.71480582524,6598366322.952592,147220.8939759036,1838597506.5587804,133179.1893939394,1288913923.2263513,204626.9598540146,4145745786.463583,182776.13147410357,2739573862.2740984,189382.6352657005,6434519770.868017,189306.68883610453,6436003673.717559,190190.40266021766,6478036614.853413,193153.64285714287,6542616080.60341,185881.6581986143,6366028023.4946,184431.47955390334,6193348859.835497,185818.676201373,6077643717.756429,187715.14051522248,6452778362.763351,191980.8662420382,8568959770.00123,189894.0918367347,7779019184.247931,177757.84253028265,5107372118.318838,179201.3704225352,4802790806.828741
8520,0.0,0,0,624,624,0,720,106,0,105900,103988.775,547687492.3326925,130457.5,2055438587.1007195,130785.01,1621616114.5554545,186760.67505720822,6397491032.767142,170445.36617405582,5122821531.031809,185462.73408239702,6198187269.445452,186403.784738041,6407155701.569344,182400.4694485842,5700732293.771826,185992.28605200947,6356756315.132279,130283.50649350649,1744608393.884826,190110.89664082686,6647773152.900041,186636.99307958476,6370839023.872929,190353.8509485095,6912694437.011682,184092.50343249427,5797352117.090013,159022.63942307694,1150384059.758245,158598.5294117647,2915919260.294119,135650.0,1412254999.9999998,200269.65384615384,3164099247.115384,175533.21994134897,4154229829.8105855,185957.39976958526,6404563870.846928,220277.8620689655,6204324332.148071,220600.2815249267,6210689812.291099,160849.90802348335,3706008740.938583,145118.0,1563140559.6511629,164773.82352941178,4707998659.3137245,136776.7340425532,2280046311.315603,138885.81102362205,1347927099.3115633,187406.3227383863,6430309696.60563,168487.27504244482,3771677196.7269444,175349.72222222222,5579297918.61772,188709.79487179487,6579133751.901398,186683.8041714948,6417511615.642576,160373.45255474452,2899211349.484866,190274.04081632654,6390852326.618526,191735.0725707257,6453463664.5747795,187188.88106235565,6440947385.762713,169007.4571984436,4107711084.5527453,187859.38647342994,6618492131.80209,137007.27937336813,1745522976.4165087,170196.62661737524,4786603100.764031,162825.1628959276,5279372650.246075,188023.44352941177,6510980811.359,140125.27710843374,1245946545.9495964,188891.71480582524,6598366322.952592,147220.8939759036,1838597506.5587804,133179.1893939394,1288913923.2263513,138058.6328125,1460546227.3609045,182776.13147410357,2739573862.2740984,189382.6352657005,6434519770.868017,189306.68883610453,6436003673.717559,190190.40266021766,6478036614.853413,193153.64285714287,6542616080.60341,185881.6581986143,6366028023.4946,184431.47955390334,6193348859.835497,185818.676201373,6077643717.756429,187715.14051522248,6452778362.763351,170287.29914529916,4271587644.3838773,182596.70873786407,5619244604.130019,177757.84253028265,5107372118.318838,179201.3704225352,4802790806.828741
7596,360.0,0,0,960,960,1000,1960,0,0,124500,144862.94736842104,678297353.6081868,130457.5,2055438587.1007195,130785.01,1621616114.5554545,186760.67505720822,6397491032.767142,170445.36617405582,5122821531.031809,185462.73408239702,6198187269.445452,186403.784738041,6407155701.569344,182400.4694485842,5700732293.771826,185992.28605200947,6356756315.132279,130283.50649350649,1744608393.884826,130696.66666666667,2162989988.5057473,186636.99307958476,6370839023.872929,144862.94736842104,678297353.6081868,213341.54480286737,8140910176.889174,132432.0,700938429.7740585,211338.3820662768,7663092567.86937,117498.25,2073453678.9166667,117498.25,2073453678.9166667,228070.6978021978,13018755540.620874,185957.39976958526,6404563870.846928,152019.4144144144,6098387350.953973,148311.7289719626,3155025780.4069843,207663.49049429657,6599908689.372999,145118.0,1563140559.6511629,189738.75064267352,6536647274.354727,148185.7507082153,2081364340.4547236,138885.81102362205,1347927099.3115633,187406.3227383863,6430309696.60563,168487.27504244482,3771677196.7269444,175349.72222222222,5579297918.61772,188709.79487179487,6579133751.901398,186683.8041714948,6417511615.642576,160373.45255474452,2899211349.484866,190274.04081632654,6390852326.618526,191735.0725707257,6453463664.5747795,187188.88106235565,6440947385.762713,169007.4571984436,4107711084.5527453,187859.38647342994,6618492131.80209,219599.1268498943,5196662792.780486,170196.62661737524,4786603100.764031,230003.1652173913,12988752225.033869,138392.44444444444,781572111.8717948,140125.27710843374,1245946545.9495964,188891.71480582524,6598366322.952592,147220.8939759036,1838597506.5587804,133179.1893939394,1288913923.2263513,138058.6328125,1460546227.3609045,182776.13147410357,2739573862.2740984,189382.6352657005,6434519770.868017,189306.68883610453,6436003673.717559,124077.57575757576,1502833388.0018938,193153.64285714287,6542616080.60341,185881.6581986143,6366028023.4946,184431.47955390334,6193348859.835497,185818.676201373,6077643717.756429,187715.14051522248,6452778362.763351,191980.8662420382,8568959770.00123,189894.0918367347,7779019184.247931,133093.10344827586,1573970665.024631,179201.3704225352,4802790806.828741
10200,0.0,0,0,672,672,0,672,168,0,108000,103988.775,547687492.3326925,197466.29558823528,6700182253.4014635,130785.01,1621616114.5554545,186760.67505720822,6397491032.767142,170445.36617405582,5122821531.031809,185462.73408239702,6198187269.445452,186403.784738041,6407155701.569344,182400.4694485842,5700732293.771826,185992.28605200947,6356756315.132279,137914.64864864864,446369189.7342341,190110.89664082686,6647773152.900041,186636.99307958476,6370839023.872929,190353.8509485095,6912694437.011682,184092.50343249427,5797352117.090013,132432.0,700938429.7740585,158598.5294117647,2915919260.294119,137227.27272727274,1106218181.8181815,222895.83333333334,3349948390.151515,175533.21994134897,4154229829.8105855,185957.39976958526,6404563870.846928,152019.4144144144,6098387350.953973,148311.7289719626,3155025780.4069843,160849.90802348335,3706008740.938583,145118.0,1563140559.6511629,189738.75064267352,6536647274.354727,229498.03755868544,7315582050.087997,138885.81102362205,1347927099.3115633,187406.3227383863,6430309696.60563,168487.27504244482,3771677196.7269444,175349.72222222222,5579297918.61772,188709.79487179487,6579133751.901398,186683.8041714948,6417511615.642576,218682.6844262295,7347810786.064484,190274.04081632654,6390852326.618526,191735.0725707257,6453463664.5747795,187188.88106235565,6440947385.762713,169007.4571984436,4107711084.5527453,187859.38647342994,6618492131.80209,137007.27937336813,1745522976.4165087,170196.62661737524,4786603100.764031,162825.1628959276,5279372650.246075,188023.44352941177,6510980811.359,140125.27710843374,1245946545.9495964,188891.71480582524,6598366322.952592,147220.8939759036,1838597506.5587804,133179.1893939394,1288913923.2263513,138058.6328125,1460546227.3609045,128503.87603305785,904606486.4244025,189382.6352657005,6434519770.868017,189306.68883610453,6436003673.717559,124077.57575757576,1502833388.0018938,193153.64285714287,6542616080.60341,185881.6581986143,6366028023.4946,184431.47955390334,6193348859.835497,185818.676201373,6077643717.756429,187715.14051522248,6452778362.763351,187624.76315789475,5830402789.329826,184651.63020833334,5057957833.22903,177757.84253028265,5107372118.318838,179201.3704225352,4802790806.828741
9600,0.0,319,0,416,735,924,2058,0,0,129500,171777.77777777778,6691506944.444444,130457.5,2055438587.1007195,130785.01,1621616114.5554545,186760.67505720822,6397491032.767142,170445.36617405582,5122821531.031809,185462.73408239702,6198187269.445452,186403.784738041,6407155701.569344,182400.4694485842,5700732293.771826,185992.28605200947,6356756315.132279,130283.50649350649,1744608393.884826,190110.89664082686,6647773152.900041,186636.99307958476,6370839023.872929,190353.8509485095,6912694437.011682,154266.66666666666,4582827500.0,159022.63942307694,1150384059.758245,211338.3820662768,7663092567.86937,129500.0,0.0,123609.74038461539,1154367611.4368,175533.21994134897,4154229829.8105855,185957.39976958526,6404563870.846928,125900.0,509822222.22222245,135700.0,1494177777.7777777,160849.90802348335,3706008740.938583,145118.0,1563140559.6511629,189738.75064267352,6536647274.354727,136776.7340425532,2280046311.315603,205732.03937007874,3255190013.011607,187406.3227383863,6430309696.60563,168487.27504244482,3771677196.7269444,140310.02469135803,996510871.9243824,188709.79487179487,6579133751.901398,129500.0,0.0,127378.26086956522,1421981778.6561267,114761.04444444444,1328143297.179798,191735.0725707257,6453463664.5747795,187188.88106235565,6440947385.762713,169007.4571984436,4107711084.5527453,187859.38647342994,6618492131.80209,137007.27937336813,1745522976.4165087,213498.48787878788,8022440391.423866,185489.47928994082,4558742501.356782,188023.44352941177,6510980811.359,140125.27710843374,1245946545.9495964,188891.71480582524,6598366322.952592,218087.74441687344,6947707343.1608925,133179.1893939394,1288913923.2263513,138058.6328125,1460546227.3609045,182776.13147410357,2739573862.2740984,123074.88571428572,1789311052.9277315,115415.64,900583994.5733331,126694.44444444444,935568496.7320261,129500.0,0.0,185881.6581986143,6366028023.4946,184431.47955390334,6193348859.835497,185818.676201373,6077643717.756429,187715.14051522248,6452778362.763351,187173.35294117648,7463068110.207286,184651.63020833334,5057957833.22903,177757.84253028265,5107372118.318838,179201.3704225352,4802790806.828741
